frequencies, 3000.0, 2000.0, 2500.0, 3200.0, 1500.0, 3500.0
log_amplitudes, 1.0, 0.4, 0.2, 0.7, 0.1, 0.5
decay_time_constants, 10.0, 20.0, 1.0, 80.0, 30.0, 50.0
phases, 2.07903574, -0.25978329, 1.94029805, -2.81802531,-1.84827042, 1.9445744
alphas, -1.78574704, -0.40320872, -0.77456303, -0.52034067,-0.46479749, -1.89199347
